nationality,position,overall,age,hits,potential,team,class
17,228,70,33,1,70,204,0
121,50,70,33,0,70,684,0
4,188,70,35,0,70,662,0
158,188,70,30,2,70,629,0
118,39,70,35,1,70,144,0
141,190,70,30,0,70,220,0
149,7,70,32,0,70,393,0
74,188,70,34,0,70,191,0
74,22,70,35,0,70,420,0
21,83,70,31,0,70,38,0
74,22,70,34,0,70,187,0
74,107,70,33,0,70,492,0
11,7,70,33,0,70,382,0
136,136,70,35,0,70,114,0
52,50,70,34,1,70,623,0
120,8,70,34,0,70,293,0
140,7,70,34,1,70,315,0
56,180,70,33,0,70,378,0
29,188,70,36,0,70,374,0
82,189,70,35,0,70,660,0
153,39,70,34,0,70,396,0
66,52,70,37,1,70,352,0
115,188,70,31,0,70,365,0
26,48,70,39,1,70,107,0
158,50,70,31,0,70,57,0
97,155,70,33,0,70,654,0
4,23,70,35,0,70,112,0
74,50,70,33,1,70,229,0
74,22,70,33,2,70,94,0
74,22,70,32,1,70,488,0
52,76,70,33,1,70,340,0
59,40,70,33,0,70,696,0
104,7,70,32,0,70,20,0
74,48,70,32,0,70,94,0
136,7,70,35,0,70,8,0
121,19,70,35,0,70,684,0
52,48,70,34,0,70,19,0
4,23,70,35,1,70,643,0
4,7,70,37,2,70,193,0
104,9,70,34,5,70,275,0
38,76,70,32,0,70,81,0
44,101,70,33,4,70,354,0
52,48,70,32,0,70,624,0
136,148,70,32,0,70,553,0
16,40,70,34,0,70,378,0
118,7,70,36,0,70,144,0
29,39,70,39,0,70,535,0
136,148,70,33,2,70,510,0
52,7,70,36,0,70,230,0
52,22,70,35,0,70,523,0
97,50,70,32,3,70,194,0
136,116,70,35,0,70,510,0
52,50,70,35,0,70,389,0
44,188,70,33,2,70,333,0
5,48,70,35,0,70,629,0
56,8,70,35,0,70,436,0
44,7,70,33,1,70,532,0
158,7,70,35,2,70,97,0
44,48,70,33,3,70,702,0
56,0,70,33,1,70,635,0
52,2,70,33,3,70,486,0
44,22,70,35,2,70,465,0
154,188,70,38,0,70,157,0
4,7,70,35,1,70,420,0
56,50,70,33,1,70,5,0
11,7,70,34,1,70,646,0
56,149,70,33,0,70,426,0
136,101,70,36,0,70,552,0
124,8,70,36,1,70,391,0
52,48,70,37,1,70,486,0
136,148,70,35,0,70,43,0
136,22,70,37,1,70,109,0
4,50,70,38,0,70,53,0
4,113,70,37,0,70,150,0
149,62,70,29,2,70,209,0
56,48,70,36,0,70,293,0
44,7,70,36,0,70,465,0
136,190,70,40,0,70,228,0
141,52,70,34,2,70,250,0
74,48,70,39,0,70,582,0
74,64,70,36,3,70,54,0
44,33,70,36,4,70,82,0
153,22,70,38,0,70,532,0
44,22,70,39,0,70,693,0
156,136,69,26,0,70,185,0
154,19,69,27,0,70,665,0
4,8,69,29,0,69,144,0
41,91,69,28,0,69,605,0
154,136,69,30,0,69,399,0
4,188,69,28,0,69,167,0
154,0,69,31,0,69,175,0
74,65,69,30,0,69,497,0
101,104,69,31,0,69,38,0
41,48,69,30,0,70,302,0
124,127,69,31,1,69,298,0
56,221,69,28,1,69,548,0
117,48,69,31,1,69,475,0
129,22,69,26,0,71,270,0
77,188,69,30,1,69,681,0
41,188,69,28,0,69,208,0
41,50,69,28,1,70,365,0
136,201,69,26,2,71,8,0
56,221,69,29,0,69,566,0
136,206,69,28,8,69,496,0
136,76,69,26,0,70,332,0
62,7,69,30,1,69,486,0
136,115,69,29,0,69,518,0
52,88,69,26,1,70,523,0
76,188,69,28,0,69,709,0
41,188,69,30,1,69,208,0
41,188,69,35,0,69,119,0
52,22,69,33,0,69,516,0
154,101,69,33,0,69,50,0
74,38,69,28,0,69,138,0
121,101,69,31,1,69,209,0
151,7,69,31,0,69,189,0
4,7,69,29,1,69,166,0
121,91,69,26,0,70,503,0
124,59,69,28,0,70,300,0
149,7,69,27,1,71,283,0
133,39,69,30,0,69,640,0
133,38,69,28,0,70,407,0
136,119,69,28,1,69,238,0
56,140,69,28,0,69,566,0
161,19,69,30,1,69,548,0
77,127,69,29,1,69,131,0
156,5,69,29,7,69,374,0
118,7,69,28,3,71,148,0
17,77,69,28,0,69,65,0
17,189,69,20,1,69,195,0
17,0,69,24,0,69,126,0
74,188,69,28,0,69,501,0
154,22,69,27,0,71,167,0
6,180,69,29,0,69,559,0
74,38,69,32,1,69,404,0
74,22,69,30,0,69,191,0
17,188,69,29,0,69,432,0
77,7,69,29,1,69,576,0
136,22,69,30,0,69,228,0
13,228,69,27,0,69,203,0
56,125,69,28,2,69,252,0
121,50,69,28,0,69,432,0
17,0,69,28,0,69,579,0
17,0,69,20,0,69,292,0
17,19,69,28,0,69,322,0
136,50,69,27,0,70,8,0
124,52,69,28,0,70,313,0
136,148,69,27,1,69,531,0
134,54,69,30,4,69,302,0
77,22,69,33,0,69,131,0
77,119,69,30,0,69,453,0
82,115,69,30,0,69,311,0
77,202,69,30,1,69,131,0
17,136,69,26,0,70,350,0
29,0,69,28,0,69,211,0
56,225,69,28,0,69,4,0
41,187,69,27,1,69,208,0
17,84,69,28,0,69,147,0
17,8,69,28,0,69,326,0
17,77,69,32,0,69,671,0
17,103,69,24,1,69,65,0
17,118,69,32,1,69,287,0
17,69,69,20,0,69,133,0
17,48,69,28,1,69,65,0
17,197,69,28,1,69,91,0
17,39,69,28,1,69,289,0
17,19,69,20,0,69,65,0
17,7,69,28,0,69,195,0
17,101,69,20,0,69,322,0
17,101,69,24,1,69,326,0
17,50,69,24,0,69,322,0
17,48,69,24,0,69,292,0
161,7,69,28,0,71,488,0
29,153,69,26,0,70,670,0
136,179,69,27,0,70,109,0
121,8,69,31,0,69,264,0
121,42,69,27,2,70,578,0
29,148,69,28,0,69,475,0
52,39,69,28,0,69,381,0
124,127,69,27,0,69,191,0
104,77,69,27,0,70,31,0
104,39,69,27,0,70,611,0
154,221,69,26,0,70,507,0
26,188,69,26,0,70,113,0
29,77,69,32,0,69,62,0
125,188,69,29,0,69,500,0
136,101,69,27,0,70,514,0
56,23,69,27,0,70,387,0
134,42,69,27,0,71,385,0
134,116,69,31,0,69,385,0
42,52,69,29,2,70,302,0
156,22,69,30,15,69,302,0
27,22,69,30,1,69,77,0
136,84,69,28,1,69,518,0
4,84,69,27,3,70,654,0
117,7,69,29,0,70,167,0
154,103,69,28,0,70,575,0
29,119,69,32,0,69,475,0
17,101,69,27,0,69,264,0
121,187,69,29,0,69,115,0
86,188,69,27,0,70,532,0
48,7,69,27,0,71,15,0
117,225,69,29,1,69,490,0
44,7,69,28,0,71,697,0
133,148,69,29,0,69,707,0
41,115,69,28,0,70,73,0
133,76,69,28,0,69,707,0
52,137,69,26,0,70,523,0
134,173,69,30,0,69,385,0
17,62,69,30,0,69,393,0
27,173,69,31,0,69,593,0
26,212,69,28,0,69,664,0
154,22,69,29,0,69,156,0
29,7,69,31,0,69,535,0
121,22,69,31,0,69,118,0
101,225,69,28,0,69,42,0
17,212,69,35,0,69,164,0
44,188,69,31,0,69,629,0
6,7,69,29,1,69,499,0
56,148,69,26,0,70,566,0
130,101,69,27,1,70,115,0
121,50,69,27,1,70,218,0
149,7,69,32,0,69,602,0
149,207,69,29,0,69,705,0
4,48,69,34,0,69,153,0
77,208,69,30,1,69,131,0
77,148,69,30,0,69,390,0
44,0,69,29,0,69,134,0
75,225,69,26,3,70,270,0
56,127,69,27,0,70,676,0
17,188,69,29,0,69,576,0
29,101,69,28,0,69,374,0
82,7,69,29,1,70,632,0
74,40,69,27,1,69,492,0
27,148,69,27,0,69,591,0
112,22,69,28,0,69,356,0
153,121,69,29,1,69,250,0
17,7,69,29,0,70,34,0
29,22,69,28,0,69,374,0
73,48,69,30,1,69,348,0
133,225,69,31,9,69,302,0
130,188,69,29,1,69,710,0
134,149,69,29,1,69,385,0
74,127,69,26,3,70,303,0
23,7,69,28,0,71,523,0
4,52,69,28,1,71,407,0
29,50,69,28,1,69,46,0
4,148,69,26,1,69,67,0
29,76,69,26,0,70,364,0
75,48,69,31,7,69,302,0
56,7,69,28,0,71,567,0
42,22,69,31,2,69,302,0
53,7,69,28,0,70,602,0
117,22,69,33,0,69,161,0
39,149,69,25,0,71,384,0
4,88,69,27,0,69,153,0
17,7,69,28,0,71,31,0
77,40,69,32,1,69,666,0
87,62,69,28,1,69,397,0
6,48,69,33,0,69,701,0
43,22,69,30,1,69,352,0
4,188,69,31,0,69,310,0
20,22,69,30,0,69,40,0
115,7,69,28,0,70,663,0
136,42,69,28,0,69,110,0
15,179,69,28,2,69,161,0
45,115,69,27,0,70,199,0
56,7,69,27,1,71,554,0
52,207,69,34,0,69,16,0
6,22,69,32,0,69,701,0
4,22,69,29,0,69,490,0
52,180,69,27,0,70,669,0
99,127,69,28,0,69,411,0
141,103,69,26,0,71,203,0
129,70,69,26,0,70,516,0
154,7,69,35,3,69,159,0
154,221,69,33,0,69,233,0
4,188,69,28,0,69,105,0
4,189,69,29,1,69,665,0
4,7,69,30,0,69,461,0
4,188,69,34,0,69,461,0
4,48,69,38,0,69,461,0
4,225,69,30,0,69,149,0
4,197,69,29,0,69,360,0
4,50,69,31,0,69,510,0
4,48,69,29,0,69,73,0
4,101,69,27,0,70,160,0
26,228,69,28,2,69,210,0
154,77,69,29,0,69,403,0
4,212,69,31,1,69,113,0
26,130,69,29,0,69,210,0
4,231,69,29,0,69,161,0
4,225,69,27,0,69,208,0
4,7,69,28,1,71,321,0
26,48,69,33,1,69,663,0
4,52,69,30,0,69,185,0
29,225,69,28,0,69,370,0
29,50,69,28,0,70,207,0
29,0,69,28,0,69,178,0
26,0,69,27,0,69,353,0
26,103,69,30,4,69,112,0
29,56,69,33,0,69,62,0
26,88,69,33,1,69,105,0
26,148,69,27,1,69,170,0
29,19,69,28,0,69,374,0
29,48,69,36,0,69,364,0
29,48,69,35,2,69,66,0
117,7,69,32,1,69,212,0
29,225,69,29,0,69,200,0
17,210,69,27,0,69,218,0
134,48,69,28,4,71,302,0
39,19,69,26,0,71,22,0
69,94,69,28,1,69,457,0
109,199,69,30,0,69,55,0
141,7,69,28,0,71,675,0
69,212,69,28,1,69,440,0
97,148,69,26,2,70,215,0
82,146,69,29,0,69,312,0
94,188,69,27,0,71,384,0
29,8,69,29,1,70,46,0
109,119,69,28,1,69,422,0
124,155,69,31,1,69,118,0
56,48,69,29,0,70,255,0
83,206,69,28,0,69,277,0
56,62,69,29,0,69,4,0
7,189,69,30,0,69,252,0
56,221,69,28,2,69,548,0
56,8,69,32,0,69,554,0
136,7,69,29,1,70,509,0
141,52,69,27,1,71,260,0
99,7,69,29,0,70,527,0
52,7,69,27,0,71,383,0
136,9,69,28,1,70,656,0
74,101,69,27,2,71,229,0
74,88,69,26,2,70,79,0
26,83,69,28,0,69,160,0
4,77,69,33,0,69,159,0
59,188,69,27,0,70,272,0
56,52,69,30,0,69,272,0
56,225,69,28,0,69,296,0
56,7,69,29,1,69,465,0
127,48,69,33,3,69,35,0
29,19,69,31,0,69,231,0
127,19,69,30,0,69,41,0
56,113,69,27,0,70,562,0
17,22,69,32,1,69,532,0
13,8,69,31,0,69,16,0
74,103,69,31,1,69,673,0
127,23,69,32,0,69,29,0
11,50,69,26,0,71,383,0
121,48,69,30,1,70,264,0
56,103,69,31,0,69,562,0
56,48,69,31,1,69,272,0
136,101,69,27,0,70,551,0
4,7,69,36,0,69,657,0
153,22,69,25,0,71,646,0
52,50,69,26,0,71,315,0
74,188,69,28,2,69,673,0
62,22,69,30,1,69,179,0
17,22,69,27,1,70,666,0
153,187,69,27,0,69,249,0
83,19,69,29,1,69,389,0
153,136,69,29,0,69,443,0
4,38,69,28,0,69,330,0
54,88,69,27,2,69,209,0
26,155,69,29,0,69,113,0
82,148,69,31,0,69,268,0
31,7,69,30,0,69,569,0
90,101,69,27,1,70,548,0
140,188,69,29,1,69,428,0
154,188,69,29,1,69,450,0
74,107,69,29,1,69,54,0
4,191,69,29,0,69,461,0
104,212,69,28,1,69,480,0
121,38,69,30,0,69,313,0
56,103,69,28,2,69,563,0
104,52,69,30,2,69,660,0
94,188,69,28,5,69,682,0
133,7,69,25,0,70,303,0
17,48,69,32,0,69,659,0
17,7,69,31,0,69,264,0
112,88,69,27,0,69,333,0
82,19,69,28,1,69,500,0
128,148,69,29,1,69,457,0
136,22,69,28,0,71,476,0
121,22,69,27,0,70,111,0
97,64,69,27,1,70,146,0
74,101,69,27,1,70,501,0
104,103,69,27,0,70,698,0
104,7,69,29,0,69,9,0
129,22,69,30,0,69,320,0
128,52,69,31,0,69,216,0
56,7,69,30,1,69,567,0
136,222,69,29,1,69,109,0
74,143,69,29,0,69,492,0
74,52,69,31,0,69,187,0
4,7,69,35,0,69,210,0
6,7,69,29,0,70,557,0
148,19,69,34,0,69,24,0
26,7,69,31,0,69,307,0
44,188,69,31,2,69,440,0
44,7,69,28,1,70,423,0
123,77,69,26,3,70,440,0
44,179,69,28,0,70,697,0
149,48,69,30,0,69,315,0
53,115,69,31,0,69,230,0
57,23,69,28,0,70,8,0
56,62,69,27,0,70,203,0
17,188,69,32,1,69,311,0
56,225,69,29,0,69,675,0
17,22,69,27,0,70,34,0
72,62,69,31,0,69,532,0
106,103,69,31,0,69,443,0
4,221,69,33,0,69,150,0
56,67,69,30,0,69,339,0
11,149,69,28,1,69,10,0
153,188,69,30,0,69,584,0
77,148,69,27,8,69,272,0
140,38,69,27,1,70,358,0
6,188,69,30,1,69,640,0
29,151,69,31,0,69,214,0
39,225,69,27,0,69,485,0
136,206,69,29,0,69,510,0
39,88,69,29,0,69,22,0
52,48,69,28,0,71,16,0
52,50,69,29,0,69,230,0
74,210,69,28,0,69,179,0
52,0,69,33,0,69,516,0
74,121,69,32,1,69,303,0
123,188,69,29,0,69,223,0
79,22,69,28,2,69,346,0
4,0,69,30,0,69,106,0
56,52,69,28,0,70,676,0
158,155,69,28,1,69,506,0
104,9,69,30,1,69,391,0
154,7,69,31,0,69,532,0
16,52,69,32,0,69,361,0
104,148,69,29,0,69,216,0
104,101,69,29,0,69,547,0
35,83,69,28,0,69,31,0
11,48,69,27,1,71,377,0
136,22,69,31,0,69,515,0
149,7,69,32,2,69,209,0
6,119,69,26,0,70,398,0
109,155,69,29,0,69,637,0
104,22,69,30,0,69,81,0
97,188,69,27,0,69,177,0
82,134,69,31,0,69,660,0
74,7,69,30,0,69,497,0
75,188,69,29,8,69,118,0
140,7,69,29,1,70,338,0
57,22,69,28,1,69,602,0
130,7,69,27,0,71,653,0
17,188,69,32,2,69,268,0
125,20,69,31,1,69,422,0
97,62,69,28,0,69,507,0
136,188,69,30,0,69,509,0
51,7,69,32,2,69,302,0
140,101,69,30,2,69,356,0
32,50,69,30,0,69,257,0
74,22,69,29,0,69,303,0
88,22,69,29,0,69,125,0
136,7,69,30,1,69,512,0
56,188,69,29,1,69,252,0
153,69,69,32,0,69,646,0
140,101,69,29,0,69,428,0
26,7,69,35,0,69,662,0
74,137,69,29,1,69,297,0
129,188,69,31,0,69,509,0
44,50,69,27,0,70,633,0
15,48,69,33,0,69,145,0
50,42,69,29,0,69,203,0
56,50,69,31,1,69,701,0
11,137,69,28,0,69,383,0
44,22,69,29,0,69,134,0
121,136,69,33,0,69,432,0
74,212,69,29,1,69,571,0
56,50,69,30,0,69,293,0
39,50,69,28,0,69,496,0
77,7,69,33,3,69,666,0
136,22,69,30,1,69,512,0
44,188,69,29,0,69,123,0
74,62,69,30,1,69,193,0
44,76,69,28,0,69,697,0
6,127,69,30,0,69,557,0
145,212,69,32,1,69,597,0
16,136,69,28,2,69,220,0
68,48,69,29,1,70,302,0
136,22,69,30,1,69,559,0
56,8,69,31,0,69,568,0
130,188,69,30,2,69,602,0
56,190,69,28,0,69,676,0
56,197,69,32,1,69,387,0
62,188,69,29,2,69,384,0
56,19,69,31,2,69,5,0
92,153,69,34,2,69,486,0
56,180,69,32,3,69,566,0
106,149,69,28,2,69,436,0
52,7,69,30,0,69,258,0
35,188,69,28,1,69,259,0
38,149,69,28,0,69,230,0
56,188,69,28,0,69,480,0
136,22,69,31,0,69,531,0
17,101,69,31,0,69,305,0
140,48,69,32,0,69,70,0
136,38,69,36,0,69,117,0
74,153,69,29,3,69,561,0
82,83,69,34,1,69,585,0
27,50,69,31,0,69,591,0
4,7,69,38,0,69,490,0
77,83,69,31,1,69,311,0
77,115,69,29,1,69,390,0
136,22,69,32,1,69,308,0
136,101,69,30,0,69,510,0
136,76,69,29,1,69,199,0
39,48,69,28,0,71,458,0
133,201,69,27,0,70,274,0
56,8,69,29,1,69,379,0
19,221,69,33,0,69,658,0
6,7,69,30,0,70,74,0
92,7,69,29,1,69,258,0
104,188,69,29,0,69,574,0
128,22,69,32,0,69,288,0
149,48,69,32,0,69,425,0
120,101,69,30,0,69,496,0
104,22,69,30,1,69,51,0
44,221,69,30,0,69,692,0
37,188,69,31,0,69,250,0
44,22,69,29,2,69,97,0
156,48,69,34,0,69,114,0
74,7,69,31,0,69,492,0
56,78,69,30,0,69,609,0
52,52,69,31,1,69,16,0
140,188,69,29,0,69,357,0
120,7,69,35,1,69,411,0
149,197,69,31,5,69,42,0
44,48,69,29,0,71,506,0
52,7,69,32,0,69,571,0
141,115,69,32,0,69,271,0
52,22,69,32,0,69,230,0
101,188,69,33,1,69,566,0
17,7,69,33,0,69,339,0
52,136,69,31,0,69,34,0
128,48,69,32,0,69,631,0
156,0,69,33,0,69,384,0
6,88,69,31,0,69,559,0
97,50,69,33,0,69,146,0
97,50,69,31,1,69,327,0
129,228,69,32,3,69,629,0
118,37,69,29,0,69,212,0
109,103,69,31,4,69,419,0
56,7,69,33,0,69,387,0
74,48,69,30,0,69,407,0
44,121,69,31,2,69,82,0
158,38,69,31,3,69,354,0
117,88,69,40,1,69,167,0
112,7,69,30,1,69,408,0
74,7,69,33,1,69,79,0
120,50,69,31,1,69,699,0
26,188,69,31,0,69,159,0
121,7,69,31,0,69,40,0
121,101,69,33,0,69,684,0
74,7,69,31,0,69,125,0
153,116,69,31,0,69,355,0
74,188,69,32,1,69,493,0
141,148,69,30,1,69,277,0
11,22,69,28,0,69,23,0
121,48,69,30,0,69,503,0
136,149,69,31,0,69,452,0
97,48,69,32,0,69,483,0
74,7,69,33,0,69,191,0
56,7,69,32,2,69,548,0
56,22,69,33,0,69,675,0
44,147,69,31,0,69,478,0
154,188,69,35,0,69,197,0
134,189,69,30,3,69,302,0
134,48,69,36,1,69,477,0
4,188,69,30,0,69,574,0
140,197,69,34,1,69,259,0
77,48,69,37,0,69,516,0
11,69,69,31,0,69,378,0
52,7,69,33,0,69,60,0
56,148,69,34,2,69,563,0
11,179,69,32,0,69,384,0
77,188,69,32,0,69,388,0
44,68,69,31,0,69,97,0
74,207,69,34,0,69,333,0
123,7,69,31,0,69,440,0
4,50,69,33,0,69,490,0
74,38,69,33,0,69,501,0
74,62,69,32,1,69,404,0
128,7,69,34,0,69,82,0
11,48,69,32,0,69,48,0
17,188,69,37,0,69,450,0
56,148,69,32,0,69,550,0
39,7,69,32,0,69,428,0
56,144,69,33,0,69,554,0
140,7,69,34,0,69,386,0
56,221,69,32,0,69,567,0
11,48,69,31,0,69,601,0
83,48,69,32,1,69,645,0
69,23,69,32,0,69,94,0
42,108,69,35,0,69,302,0
27,7,69,34,0,69,592,0
15,222,69,35,2,69,161,0
26,52,69,37,0,69,197,0
117,22,69,37,2,69,168,0
44,7,69,32,0,69,134,0
44,103,69,32,0,69,506,0
44,148,69,32,1,69,633,0
74,188,69,33,1,69,191,0
4,7,69,32,0,69,112,0
39,52,69,31,0,69,554,0
39,7,69,31,0,69,637,0
149,225,69,33,0,69,425,0
4,7,69,36,1,69,447,0
136,48,69,35,0,69,527,0
136,7,69,34,0,69,657,0
136,52,69,34,0,69,509,0
136,115,69,34,0,69,511,0
121,187,69,32,0,69,578,0
121,188,69,32,1,69,317,0
128,22,69,31,1,69,416,0
44,22,69,32,1,69,667,0
44,38,69,32,0,69,595,0
44,188,69,32,2,69,354,0
44,188,69,32,0,69,697,0
44,48,69,32,0,69,440,0
6,7,69,32,0,69,278,0
148,189,69,34,0,69,545,0
130,22,69,32,2,69,244,0
123,48,69,34,1,69,460,0
39,7,69,33,0,69,125,0
112,7,69,34,0,69,468,0
69,7,69,37,2,69,302,0
111,188,69,32,2,69,631,0
44,77,69,33,0,69,508,0
111,48,69,32,0,69,451,0
4,0,69,35,0,69,425,0
158,19,69,33,2,69,459,0
51,22,69,33,1,69,261,0
153,188,69,37,1,69,574,0
123,22,69,36,0,69,288,0
4,48,69,35,0,69,509,0
17,140,69,34,2,69,41,0
128,22,69,33,0,69,23,0
19,5,69,34,2,69,486,0
6,7,69,33,0,69,557,0
153,48,69,34,1,69,646,0
52,5,69,34,1,69,258,0
140,7,69,35,0,69,70,0
128,52,69,33,1,69,23,0
44,188,69,35,0,69,594,0
44,7,69,32,2,69,354,0
4,69,69,39,0,69,319,0
44,22,69,33,0,69,82,0
59,7,69,35,1,69,472,0
74,48,69,37,1,69,645,0
18,188,69,34,2,69,493,0
74,62,69,36,3,69,673,0
112,101,69,36,0,69,468,0
17,19,69,35,0,69,264,0
124,7,69,35,2,69,179,0
136,149,69,36,1,69,531,0
149,48,69,34,1,69,209,0
26,39,69,35,0,69,210,0
133,212,69,35,0,69,687,0
74,197,69,40,8,69,497,0
82,188,69,41,3,69,372,0
136,7,69,34,3,69,531,0
51,48,69,35,0,69,97,0
149,206,69,37,0,69,705,0
4,7,69,40,3,69,493,0
128,155,69,36,0,69,392,0
74,7,69,36,0,69,404,0
44,148,69,35,0,69,633,0
111,22,69,35,1,69,693,0
77,77,68,29,0,68,470,0
41,48,68,27,0,71,163,0
4,188,68,32,0,68,122,0
41,104,68,21,0,68,103,0
41,19,68,25,0,70,208,0
15,50,68,29,0,68,155,0
118,6,68,28,0,68,613,0
117,188,68,34,0,68,613,0
154,103,68,24,0,71,129,0
1,39,68,27,0,71,452,0
75,7,68,26,2,71,481,0
151,148,68,27,0,68,8,0
136,148,68,26,0,71,8,0
77,188,68,31,0,68,131,0
136,207,68,26,0,71,553,0
136,7,68,27,0,71,553,0
41,19,68,35,0,68,302,0
41,143,68,35,0,68,302,0
159,231,68,26,2,70,385,0
4,48,68,37,0,68,53,0
99,22,68,26,0,71,545,0
41,48,68,30,0,69,119,0
117,7,68,28,0,69,171,0
52,101,68,26,0,71,230,0
52,188,68,26,0,71,538,0
52,7,68,32,0,68,248,0
33,19,68,27,0,71,297,0
124,48,68,28,0,70,55,0
124,157,68,25,0,71,653,0
124,22,68,33,0,68,586,0
124,53,68,29,0,68,298,0
155,22,68,26,0,71,268,0
136,39,68,26,0,71,271,0
130,148,68,28,0,68,657,0
156,188,68,29,0,68,535,0
77,148,68,32,0,68,470,0
77,7,68,34,0,68,433,0
68,188,68,26,0,71,259,0
15,103,68,28,0,68,161,0
77,136,68,27,0,68,311,0
29,22,68,29,0,68,46,0
121,50,68,24,0,71,578,0
4,151,68,26,0,69,319,0
77,7,68,29,1,68,681,0
33,222,68,26,1,71,679,0
136,50,68,26,0,71,43,0
73,188,68,29,0,68,699,0
130,76,68,32,0,68,409,0
21,76,68,25,0,71,324,0
52,7,68,28,1,70,324,0
136,7,68,31,1,68,228,0
75,50,68,28,3,68,302,0
136,101,68,30,0,68,8,0
77,212,68,27,0,70,470,0
159,231,68,30,1,68,477,0
154,105,68,27,0,68,129,0
4,0,68,30,0,68,210,0
32,151,68,27,1,69,202,0
115,148,68,26,3,69,509,0
52,187,68,26,1,69,450,0
16,206,68,26,1,69,466,0
117,137,68,28,1,68,173,0
120,127,68,27,0,69,707,0
17,83,68,26,0,70,472,0
4,8,68,26,0,71,197,0
56,188,68,26,1,71,548,0
133,7,68,27,5,69,302,0
136,148,68,25,0,71,43,0
26,88,68,27,0,68,105,0
17,8,68,28,0,69,432,0
77,188,68,27,1,69,666,0
77,9,68,26,0,70,131,0
77,136,68,25,1,71,597,0
77,7,68,27,0,68,388,0
16,7,68,28,0,70,218,0
151,50,68,27,0,69,408,0
136,103,68,26,0,71,657,0
52,189,68,26,1,71,406,0
17,91,68,25,0,69,305,0
154,188,68,29,0,68,663,0
41,7,68,28,0,69,399,0
17,188,68,24,0,68,72,0
17,4,68,28,0,68,130,0
17,1,68,20,0,68,69,0
17,62,68,24,0,68,69,0
154,188,68,27,0,69,119,0
101,8,68,28,0,70,32,0
62,7,68,33,0,68,18,0
124,231,68,26,0,69,300,0
148,206,68,28,0,68,469,0
74,39,68,29,0,68,497,0
4,156,68,26,0,69,330,0
99,180,68,27,1,69,557,0
6,48,68,28,0,70,709,0
52,22,68,27,1,71,406,0
26,23,68,26,0,70,664,0
56,7,68,28,1,70,252,0
68,101,68,26,2,71,340,0
17,188,68,28,0,68,69,0
17,0,68,24,0,68,322,0
17,0,68,24,0,68,133,0
17,0,68,28,1,68,579,0
17,19,68,24,1,68,579,0
17,48,68,32,0,68,133,0
17,101,68,24,0,68,133,0
52,7,68,27,0,70,602,0
15,22,68,30,1,68,145,0
156,52,68,27,0,71,452,0
77,7,68,26,0,69,388,0
77,77,68,26,1,69,390,0
77,22,68,28,1,68,453,0
77,38,68,29,0,68,598,0
77,7,68,31,0,68,453,0
4,188,68,29,0,68,490,0
82,7,68,28,0,70,372,0
77,188,68,31,0,68,672,0
77,141,68,35,0,68,576,0
77,69,68,31,0,68,311,0
77,40,68,25,0,71,470,0
77,69,68,27,1,68,666,0
77,83,68,26,0,68,388,0
136,136,68,25,1,71,527,0
127,101,68,26,0,71,37,0
77,32,68,29,0,68,239,0
74,54,68,26,0,69,492,0
33,22,68,26,0,71,55,0
77,198,68,31,0,68,666,0
77,22,68,30,0,68,666,0
117,151,68,30,0,68,185,0
136,8,68,32,1,68,109,0
5,22,68,25,0,71,459,0
117,28,68,31,0,68,167,0
29,7,68,27,0,71,38,0
29,136,68,26,1,69,475,0
29,188,68,30,1,68,214,0
26,188,68,31,0,68,105,0
141,0,68,29,1,68,277,0
153,225,68,29,1,68,250,0
154,110,68,27,0,69,149,0
149,188,68,26,2,71,241,0
17,62,68,28,0,68,147,0
17,137,68,20,0,68,72,0
17,144,68,24,0,68,91,0
17,217,68,28,0,68,484,0
17,7,68,28,0,68,322,0
17,101,68,24,1,68,289,0
17,9,68,24,0,70,671,0
17,101,68,28,0,68,130,0
17,38,68,28,0,68,636,0
17,50,68,28,0,68,130,0
17,7,68,24,0,70,671,0
17,7,68,24,0,70,636,0
17,197,68,28,0,68,289,0
17,22,68,24,0,68,289,0
17,103,68,24,1,68,289,0
17,52,68,24,0,68,91,0
17,179,68,24,0,68,69,0
17,101,68,24,0,68,72,0
17,50,68,28,0,68,72,0
136,148,68,30,1,68,228,0
99,148,68,26,0,69,338,0
52,48,68,26,0,70,538,0
117,88,68,27,2,68,353,0
26,48,68,29,1,70,662,0
26,113,68,28,0,68,197,0
4,22,68,31,1,68,116,0
134,79,68,32,0,68,477,0
52,48,68,28,0,70,472,0
52,115,68,31,0,68,219,0
117,188,68,28,0,68,330,0
44,188,68,30,0,68,478,0
56,103,68,27,2,70,252,0
118,50,68,36,0,68,198,0
41,48,68,36,0,68,171,0
29,7,68,29,0,69,439,0
112,188,68,29,0,68,349,0
22,7,68,26,1,71,261,0
82,39,68,26,0,71,632,0
17,7,68,29,0,69,84,0
29,136,68,25,0,71,535,0
124,188,68,27,0,69,179,0
17,19,68,28,0,68,36,0
4,7,68,31,1,68,490,0
149,50,68,26,0,71,315,0
4,22,68,29,0,68,399,0
140,50,68,30,0,68,221,0
56,137,68,27,0,69,562,0
56,131,68,27,1,69,554,0
52,136,68,26,1,69,45,0
149,8,68,29,0,68,393,0
154,188,68,32,1,68,73,0
158,188,68,27,0,69,348,0
17,137,68,25,0,71,372,0
27,48,68,30,1,68,328,0
136,149,68,26,0,69,320,0
51,7,68,26,0,70,140,0
